Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Especificidad,Vision_Regional,Impacto,Calificacion_Promedio,Justificacion
Tocancipá,25817,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,"400301802, 400301702, 400302002, 320200400, 320200200",Plantas de tratamiento de aguas residuales construidas; Plantas de tratamiento de agua potable optimizadas; Plantas de tratamiento de aguas residuales optimizadas; Documentos de investigación realizados; Documentos de planeación realizados,Plantas de tratamiento de aguas residuales optimizadas y/o con mantenimiento; Plantas de tratamiento de agua potable con mantenimiento; Plantas de tratamiento de aguas residuales domésticas optimizada; Datos cargados en el sistema de información del recurso hídrico por las autoridades ambientales; Documento con análisis de la calidad del recurso hídrico,4,3,4,3.67,"1. Especificidad (4): Los productos seleccionados abordan directamente el objetivo del proyecto al mejorar la calidad del agua y optimizar el tratamiento de aguas residuales, cumpliendo con los requerimientos técnicos. 2. Visión regional (3): Los productos tienen un impacto que trasciende el municipio, ya que la calidad del agua del río Bogotá afecta a toda la región de Sabana Centro. 3. Impacto (4): Estos productos contribuirán significativamente a la sostenibilidad ambiental a largo plazo, mejorando la calidad del agua y fomentando la participación en la gestión ambiental."
Tocancipá,25817,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,"400302200, 320100900, 400301200",Plan de Gestión Integral de Residuos Solidos implementado; Programas de recolección de residuos pos consumo evaluados; Soluciones de disposición final de residuos solidos construidas,Plan de gestión integral de residuos sólidos implementado; Programas de recolección de residuos posconsumo con seguimiento; Plantas de procesamiento de residuos sólidos orgánicos para la producción de abonos orgánicos instaladas,4,2,3,3.0,"El 'Plan de Gestión Integral de Residuos Sólidos implementado' cumple con la mayoría de los requerimientos del proyecto, justificando un puntaje alto en especificidad. Los 'Programas de recolección de residuos pos consumo evaluados' tienen una relación temática clara, pero no abordan todos los requerimientos, lo que justifica un puntaje moderado. Las 'Soluciones de disposición final de residuos sólidos construidas' tienen un impacto claro en la sostenibilidad, pero su alcance es más limitado, justificando un puntaje intermedio."
Tocancipá,25817,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,"400301702, 320200200, 320200400, 400301802",Plantas de tratamiento de agua potable optimizadas; Documentos de planeación realizados; Documentos de investigación realizados; Plantas de tratamiento de aguas residuales construidas,Plantas de tratamiento de agua potable con mantenimiento; Documento con análisis de la calidad del recurso hídrico; Datos cargados en el sistema de información del recurso hídrico por las autoridades ambientales; Plantas de tratamiento de aguas residuales optimizadas y/o con mantenimiento,4,2,4,3.33,"El producto 'Plantas de tratamiento de agua potable optimizadas' tiene una relación directa con el objetivo del proyecto, ya que optimizar estas plantas puede mejorar la calidad del agua. El producto 'Documentos de planeación realizados' es esencial para el análisis de la calidad del recurso hídrico, lo que justifica su alta especificidad. La visión regional es moderada, ya que aunque hay potencial de impacto en otros municipios, no se menciona explícitamente en los productos seleccionados. El impacto es significativo, especialmente en el caso de las plantas de tratamiento, que pueden contribuir a la sostenibilidad a largo plazo."
Tocancipá,25817,SisPT – Plan indicativo - Productos,2-1,Creación de una agencia de empleo con cobertura provincial,"220207300, 220201100, 220206700",Instituciones de educación superior con acompañamiento en procesos de regionalización; Procesos para el mejoramiento de la calidad de la educación para el trabajo y el desarrollo humano adelantados; Programas y proyectos de educación o investigación articulados con el sector productivo,No. de convenios con ies para la llegada de oferta educativa al municipio; No. de beneficiaros de los programas de cualificación y educación terciaria; No. de empresas del sector productivos con las que se desarrollan procesos de articulación,3,2,2,2.33,"La especificidad se justifica porque los productos están relacionados con la educación y la capacitación, aunque no cumplen todos los requerimientos del proyecto. La visión regional es moderada ya que algunos productos mencionan la colaboración con instituciones educativas, pero no todos tienen un enfoque explícito en otros municipios. El impacto es limitado, ya que aunque contribuyen a la educación, no garantizan un efecto significativo en la creación de empleo a largo plazo."
Tocancipá,25817,SisPT – Plan indicativo - Productos,2-2,Puesta en marcha de una oﬁcina de asesoría empresarial y apoyo a la formación en mecanismos de asociación para el desarrollo con cobertura para los once municipios de Sabana Centro,"350201500, 350201703, 350200401",Empresas asistidas técnicamente en temas de legalidad y/o formalización.; Empresas en etapa temprana beneficiadas con programas de fortalecimiento para su consolidación.; Proyectos de mejoramiento de producto financiados.,No. de empresas asistidas técnicamente en temas de legalidad y/o formalización.; No. de emprendedores en etapa temprana beneficiados con acompañamiento y asistencia técnica; Planes de negocio beneficiados,3,2,3,2.67,"Los productos seleccionados están alineados con el objetivo del proyecto, ya que se enfocan en el fortalecimiento de empresas y emprendedores. La especificidad se justifica por su relación con el apoyo a la formalización y asistencia técnica. La visión regional se limita a la mención de cooperación, y el impacto se considera positivo en términos de sostenibilidad económica."
Tocancipá,25817,SisPT – Plan indicativo - Productos,2-3,Llevar a cabo una consultoría para el establecimiento de una política de generación de valor agregado para las principales cadenas productivas.,"220206700, 220107000, 350209500",Programas y proyectos de educación o investigación articulados con el sector productivo; Ambientes de aprendizaje dotados; Empresas intervenidas en temas de economía circular y sostenibilidad,No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de sedes educativas de las IED dotadas de herramientas para el fortalecimiento de los procesos en el área del as TIC.; No. de ferias y/o eventos para el fomento de la innovación y desarrollo empresarial y comercial realizados.,3,2,3,2.67,"El producto de educación y articulación con el sector productivo tiene una relación clara con el objetivo del proyecto, justificando un puntaje de 3 en especificidad. La visión regional se ve reflejada en la posibilidad de que estos programas impacten a otros municipios, aunque no se menciona explícitamente, lo que justifica un 2. En cuanto al impacto, se considera que la capacitación y el fortalecimiento de empresas pueden contribuir a la sostenibilidad, pero no de manera transformadora, lo que justifica un 3."
Tocancipá,25817,SisPT – Plan indicativo - Productos,2-4,Consolidación de la Red de Escenarios Multipropósito para la recreación y el esparcimiento por medio de la formulación e implementación de un Plan Maestro.,"220206700, 220102900, 430100300, 220107100, 220201100",Programas y proyectos de educación o investigación articulados con el sector productivo; Beneficiarios de transporte escolar; Infraestructura deportiva en operación; Establecimientos educativos en operación; Procesos para el mejoramiento de la calidad de la educación para el trabajo y el desarrollo humano adelantados,"No. de empresas del sector productivos con las que se desarrollan procesos de articulación; Porcentaje de población que requiera y cumpla con lineamientos establecidos para beneficiarse del servicio de transporte escolar; No. de infraestructuras deportivas en operación; No. de IED que reciben acompañamiento y apoyo en los servicios de vigilancia, mantenimiento, aseo y servicios públicos.; No. de beneficiaros de los programas de cualificación y educación terciaria",2,1,2,1.67,"La especificidad es 2 porque los productos seleccionados tienen relación temática con el proyecto, pero no abordan directamente la infraestructura recreativa. La visión regional es 1 ya que no mencionan explícitamente otros municipios de Sabana Centro. El impacto es 2 porque algunos productos pueden contribuir a la sostenibilidad de la región, aunque de manera modesta."
Tocancipá,25817,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,"240901300, 350204900, 350209301",Vías con infraestructura instalada; Recorridos realizados; Campañas de difusión a nivel nacional realizadas,Metros lineales de vías con infraestructura para la seguridad vial instalada; No. de recorridos turísticos; No. de eventos turísticos,2,2,2,2.0,"Los productos seleccionados tienen relación temática con el turismo, pero no abordan directamente los requerimientos del proyecto. Su impacto es limitado y no transformador, aunque pueden contribuir a la sostenibilidad y al desarrollo turístico de la región."
Tocancipá,25817,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,"330108800, 330103800, 330101700, 330109503, 330106800",Centros culturales construidos; Teatros adecuados; Casas de la cultura ampliadas; Entidades territoriales asesoradas en gestión cultural; Infraestructura cultural intervenida,No de centros culturales construidos y dotados; No de centros culturales construidos y dotados; No. de centros culturales construidos y dotados.; %de espacios en donde se desarrollan actividades artístico-culturales de la secretaría de cultura y patrimonio con operatividad; No de infraestructuras culturales con mantenimiento.,2,1,2,1.67,"1. Especificidad (2): Los productos seleccionados tienen relación temática con la cultura, pero no abordan directamente los requerimientos del proyecto. 2. Visión regional (1): La mayoría de los productos son locales y no mencionan explícitamente otros municipios, limitando su impacto regional. 3. Impacto (2): Contribuyen de manera modesta a la sostenibilidad cultural, pero no abordan otras dimensiones de sostenibilidad de forma significativa."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,320200200,Documentos de planeación realizados,Documento con análisis de la calidad del recurso hídrico,4,2,4,3.33,"El producto aborda la calidad del recurso hídrico, que es fundamental para el proyecto, justificando un puntaje alto en especificidad. Su impacto en la sostenibilidad es significativo, aunque su visión regional es limitada al no mencionar explícitamente otros municipios."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"240901300, 240211000",Vías con infraestructura instalada; Terminales de transporte construidas,Metros lineales de vías con infraestructura para la seguridad vial instalada; No. de terminales de transporte construidos,4,3,4,3.67,"Ambos productos están directamente relacionados con la mejora de la infraestructura de transporte, esencial para el objetivo del proyecto. Tienen un impacto significativo en la movilidad y la sostenibilidad de la región."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte","240901300, 240211000, 400201601",Vías con infraestructura instalada; Terminales de transporte construidas; Documentos de planeación en Ordenamiento Territorial implementados,Metros lineales de vías con infraestructura para la seguridad vial instalada; No. de terminales de transporte construidos; Número de planes de ordenamiento territorial actualizados,3,2,3,2.67,"La especificidad es 3 porque los productos abordan aspectos de infraestructura vial y ordenamiento territorial que son relevantes para el transporte masivo. La visión regional es 2, ya que aunque los productos tienen un impacto local, su naturaleza puede beneficiar indirectamente a otros municipios. El impacto es 3, dado que la mejora en la infraestructura vial puede contribuir a la sostenibilidad del transporte en la región."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,450106900,Infraestructura de soporte construida,No de centros de acopio construidos.,4,2,4,3.33,"El producto tiene una relación directa con el objetivo del proyecto al referirse a la construcción de centros de acopio, lo que mejora la cadena productiva. Su visión regional es limitada, ya que no menciona explícitamente la cooperación con otros municipios, pero su impacto en la sostenibilidad es significativo."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-5,Actualización catastral de los municipios de Sabana Centro,"040600400, 220102801, 220107000, 220102900, 400201200",Sistema de Información catastral actualizado; Beneficiarios de la alimentación escolar; Ambientes de aprendizaje dotados; Beneficiarios de transporte escolar; Planes de desarrollo urbano y ordenamiento territorial financiados,No. de actualizaciones catastrales realizadas; Porcentaje de población que requiera y cumpla con lineamientos establecidos para beneficiarse del PAE; No. de sedes educativas de las IED dotadas de herramientas para el fortalecimiento de los procesos en el área del as TIC.; Porcentaje de población que requiera y cumpla con lineamientos establecidos para beneficiarse del servicio de transporte escolar; Número de instrumentos elaborados,4,3,4,3.67,"El 'Sistema de Información catastral actualizado' se alinea directamente con los objetivos del proyecto, cumpliendo con varios requerimientos técnicos. Los otros productos tienen relación temática débil y no abordan directamente los requerimientos del proyecto."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-6,Transporte Público regional de pasajeros y carga (PROYECTO NUEVO),"240211000, 240211300, 400202001, 220102900, 410205100",Terminales de transporte construidas; Vía urbana construida; Andenes mantenidos; Beneficiarios de transporte escolar; Documentos de planeación elaborados,No. de terminales de transporte construidos; Kilómetros de vía de vía urbana y de centros poblados construidos.; No de metros cuadrados de espacio público adecuados; Porcentaje de población que requiera y cumpla con lineamientos establecidos para beneficiarse del servicio de transporte escolar; No. de políticas públicas reformulada,5,3,4,4.0,"La especificidad es alta porque los productos seleccionados están directamente relacionados con la mejora del transporte público. La visión regional es moderada, ya que aunque benefician a otros municipios, su enfoque es principalmente local. El impacto es significativo, especialmente en la sostenibilidad del transporte a largo plazo."
Tocancipá,25817,SisPT – Plan indicativo - Productos,3-7,Ciclorutas de la Sabana Probogotá,"240203401, 240905800",Ciclo infraestructura de la red secundaria con mantenimiento; Cicloinfraestructura construida,Kilómetros de ciclovías con mantenimiento; Kilómetros de ciclovías construidos,4,2,3,3.0,"El producto de mantenimiento de ciclovías (4) aborda directamente el objetivo del proyecto y cumple con varios requerimientos técnicos. La construcción de ciclovías (3) también es relevante, pero su impacto es más indirecto. Ambos productos tienen un enfoque regional, pero solo el de mantenimiento menciona explícitamente la cooperación intermunicipal."
Tocancipá,25817,SisPT – Plan indicativo - Productos,4-1,Definición de determinantes de la salud priorizados para Sabana Centro y plan de intervención y monitoreo,"190501400, 190603900, 450203200, 450202900, 320200200",Documentos de lineamientos técnicos elaborados; Documentos de lineamientos técnicos realizados; Documentos de lineamientos técnicos realizados; Documentos metodológicos realizados; Documentos de planeación realizados,Documentos de planeación con seguimiento realizados; Estrategias de promoción de la participación social en salud implementadas; % de actividades del plan de seguridad y salud en el trabajo; % de actividades del plan de bienestar implementado; Documento con análisis de la calidad del recurso hídrico,3,2,3,2.67,"La especificidad se justifica porque los productos abordan temas de salud y bienestar, aunque no todos cumplen directamente con los requerimientos del proyecto. La visión regional se justifica por la mención de coordinación con actores supramunicipales, pero sin un enfoque explícito en otros municipios. El impacto se justifica por la contribución a la sostenibilidad en salud, aunque no todos los productos tienen un efecto significativo a largo plazo."
Tocancipá,25817,SisPT – Plan indicativo - Productos,4-2,"Consolidación del ecosistema de prevención, monitoreo y atención de salud mental de la provincia","190603900, 450203200, 220107301",Documentos de lineamientos técnicos realizados; Documentos de lineamientos técnicos realizados; Secretarías de Educación que adelantan procesos de evaluación de la educación inicial,Estrategias de promoción de la participación social en salud implementadas; % de actividades del plan de seguridad y salud en el trabajo; No. de IED con las que se desarrollan estrategias de formación para el fortalecimiento de competencias en pruebas saber 11º,2,2,1,1.67,"Los productos seleccionados tienen relación temática con la salud mental, pero no abordan directamente los requerimientos del proyecto. La visión regional es limitada, ya que no todos los productos tienen un impacto claro en otros municipios. El impacto en la sostenibilidad es marginal, dado que los productos no están diseñados específicamente para la salud mental."
Tocancipá,25817,SisPT – Plan indicativo - Productos,4-3,ProgramaPrograma telesalud para Sabana Centro telesalud para Sabana Centro,"410200101, 410200200, 450106100",Niños y niñas atendidos con servicio integrales en salud; Niños y niñas atendidos en Servicio tradicionales; Animales atendidos,"No. de niños y niñas atendidos en servicios integrales en el cuatrienio; No. de niños, niñas atendidos en servicios integrales; Porcentaje de animales de compañía (perros y gatos) que pertenecen a familias sisbenizadas en categorías de pobreza y vulnerabilidad de tocancipá atendidos con los servicios urgencias médico veterinarias, esterilización, identificación y registro y animales trasladados a centro de bienestar animal.",2,1,2,1.67,"La especificidad se justifica porque los productos seleccionados están relacionados con la atención a poblaciones vulnerables, aunque no son servicios de salud directos. La visión regional es baja ya que no se menciona cooperación con otros municipios. El impacto es moderado, ya que aunque contribuyen a la atención social, su efecto en la salud es limitado."
Tocancipá,25817,SisPT – Plan indicativo - Productos,4-4,Diseño e implementación de estrategias de adaptación municipal para la implementación local de la Atención Primaria en Salud,"190603900, 450203300, 410402600",Documentos de lineamientos técnicos realizados; Espacios de integración de oferta pública generados; Personas atendidas con oferta institucional,Estrategias de promoción de la participación social en salud implementadas; No. de procesos de acompañamiento; No. de políticas adoptadas,2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con el proyecto, pero no abordan directamente los requerimientos. La visión regional es 1 ya que los productos son principalmente locales y no generan un impacto significativo en otros municipios. El impacto es 2 porque contribuyen de manera modesta a la sostenibilidad, pero no de forma clara."
Tocancipá,25817,SisPT – Plan indicativo - Productos,4-5,"Implementación de la estrategia Ciudades, Entornos y Ruralidades Saludables (CERS), en Sabana Centro","400201601, 220107301, 190603900, 320200400, 450203200",Documentos de planeación en Ordenamiento Territorial implementados; Secretarías de Educación que adelantan procesos de evaluación de la educación inicial; Documentos de lineamientos técnicos realizados; Documentos de investigación realizados; Documentos de lineamientos técnicos realizados,Número de planes de ordenamiento territorial actualizados; No. de IED con las que se desarrollan estrategias de formación para el fortalecimiento de competencias en pruebas saber 11º; Estrategias de promoción de la participación social en salud implementadas; Datos cargados en el sistema de información del recurso hídrico por las autoridades ambientales; % de actividades del plan de seguridad y salud en el trabajo,2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con el proyecto, pero no abordan directamente los requerimientos. La visión regional es 1, ya que algunos productos son principalmente locales y no mencionan explícitamente otros municipios. El impacto es 2, dado que los productos pueden contribuir de manera modesta a la sostenibilidad en salud y bienestar."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-1,Estudio y formulación de una estrategia de pertinencia educativa para la formación del capital humano en Sabana Centro,"220207300, 220206700, 220102801, 220102900, 230103400",Instituciones de educación superior con acompañamiento en procesos de regionalización; Programas y proyectos de educación o investigación articulados con el sector productivo; Beneficiarios de la alimentación escolar; Beneficiarios de transporte escolar; Personas certificadas en alfabetización digital,No. de convenios con ies para la llegada de oferta educativa al municipio; No. de empresas del sector productivos con las que se desarrollan procesos de articulación; Porcentaje de población que requiera y cumpla con lineamientos establecidos para beneficiarse del PAE; Porcentaje de población que requiera y cumpla con lineamientos establecidos para beneficiarse del servicio de transporte escolar; No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.,5,3,4,4.0,"El producto de instituciones de educación superior tiene una relación directa con el objetivo del proyecto, lo que justifica su alta especificidad. La visión regional es moderada, ya que menciona la regionalización, y el impacto es significativo en la sostenibilidad del capital humano."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-2,Crear La Asociación de Instituciones de Educación Superior de Sabana Centro,"220207300, 220201100, 220107100, 230205700, 230103400",Instituciones de educación superior con acompañamiento en procesos de regionalización; Procesos para el mejoramiento de la calidad de la educación para el trabajo y el desarrollo humano adelantados; Establecimientos educativos en operación; Eventos de difusión para el uso responsable de las TIC realizados; Personas certificadas en alfabetización digital,"No. de convenios con ies para la llegada de oferta educativa al municipio; No. de beneficiaros de los programas de cualificación y educación terciaria; No. de IED que reciben acompañamiento y apoyo en los servicios de vigilancia, mantenimiento, aseo y servicios públicos.; Número de eventos de fomento de la participación ciudadana en ciencia, tecnología e innovación realizados.; No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.",3,2,3,2.67,"1. Especificidad (3): Los productos seleccionados están relacionados con la educación superior y la colaboración interinstitucional, aunque no todos abordan directamente el objetivo del proyecto. 2. Visión regional (2): Algunos productos mencionan la cooperación con otras IES, pero no todos tienen un enfoque explícito en la región de Sabana Centro. 3. Impacto (3): Los productos tienen un impacto positivo en la calidad educativa y la formación de capital humano, contribuyendo a la sostenibilidad de la región."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.","220206700, 220207300, 220107301, 220201100, 220106900",Programas y proyectos de educación o investigación articulados con el sector productivo; Instituciones de educación superior con acompañamiento en procesos de regionalización; Secretarías de Educación que adelantan procesos de evaluación de la educación inicial; Procesos para el mejoramiento de la calidad de la educación para el trabajo y el desarrollo humano adelantados; Sedes dotadas,No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de convenios con ies para la llegada de oferta educativa al municipio; No. de IED con las que se desarrollan estrategias de formación para el fortalecimiento de competencias en pruebas saber 11º; No. de beneficiaros de los programas de cualificación y educación terciaria; Numero de colegios dotados en el 100%,3,2,3,2.67,"La especificidad se justifica porque los productos seleccionados abordan el objetivo del proyecto y cumplen varios requerimientos técnicos. La visión regional se califica con 2 ya que algunos productos mencionan coordinación con actores supramunicipales, pero no todos tienen un impacto claro en otros municipios. El impacto se justifica con 3, dado que los productos tienen un impacto claro en la sostenibilidad de la región, especialmente en la educación y la formación."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-4,"Promover programas educativos, enfocados en ciencia y tecnología a través de un laboratorio de creatividad","220206700, 220107000, 220105100",Programas y proyectos de educación o investigación articulados con el sector productivo; Ambientes de aprendizaje dotados; Sedes educativas nuevas construidas,"No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de sedes educativas de las IED dotadas de herramientas para el fortalecimiento de los procesos en el área del as TIC.; No de sedes educativas nuevas para la educación inicial, básica y media construidas.",3,2,3,2.67,"El producto 'Programas y proyectos de educación' tiene una relación clara con el objetivo del proyecto, por lo que se le asigna un 4 en especificidad. 'Ambientes de aprendizaje dotados' y 'Sedes educativas nuevas construidas' contribuyen a la educación, pero su relación con la innovación es más indirecta, por lo que se les asigna un 2 en especificidad. En visión regional, se considera que los productos mencionan la colaboración con el sector productivo, pero no abordan explícitamente otros municipios, por lo que se les asigna un 2. En impacto, se reconoce que estos productos pueden contribuir a la sostenibilidad educativa, pero no son transformadores, por lo que se les asigna un 3."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-5,Creación Territorio STEM Sabana Centro,"220206700, 230103400, 220207300, 220105100, 350204500",Programas y proyectos de educación o investigación articulados con el sector productivo; Personas certificadas en alfabetización digital; Instituciones de educación superior con acompañamiento en procesos de regionalización; Sedes educativas nuevas construidas; Personas capacitadas,"No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.; No. de convenios con ies para la llegada de oferta educativa al municipio; No de sedes educativas nuevas para la educación inicial, básica y media construidas.; No. de personas capacitadas",3,2,3,2.67,"Los productos seleccionados tienen una relación directa con el objetivo del proyecto, especialmente en la promoción de la educación STEM. Se ha evaluado la especificidad, visión regional e impacto de cada uno, considerando su relevancia y contribución a la sostenibilidad educativa en la región."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-1,Gestión y articulación de la información de la región Sabana Centro,"220206700, 320200200, 320101300, 220107000, 220108100",Programas y proyectos de educación o investigación articulados con el sector productivo; Documentos de planeación realizados; Documentos de lineamientos técnicos para para mejorar la calidad ambiental de las áreas urbanas elaborados; Ambientes de aprendizaje dotados; Sedes educativas apoyadas en la implementación de la ruta de atención integral para la convivencia escolar,No. de empresas del sector productivos con las que se desarrollan procesos de articulación; Documento con análisis de la calidad del recurso hídrico; Documentos de lineamientos técnicos para mejorar la calidad ambiental de las áreas urbanas elaborados; No. de sedes educativas de las IED dotadas de herramientas para el fortalecimiento de los procesos en el área del as TIC.; No. de IED en las que se desarrollan estrategias que propendan por el mejoramiento y bienestar educativo de los estudiantes y docentes,2,1,2,1.67,"La especificidad es 2 porque los productos están relacionados con la educación y la investigación, pero no abordan directamente los requerimientos del proyecto. La visión regional es 1, ya que aunque algunos productos pueden tener un impacto en otros municipios, no se menciona explícitamente la cooperación intermunicipal. El impacto es 2, dado que los productos contribuyen de manera modesta a la sostenibilidad en el ámbito educativo y ambiental."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-2,"Capacitación a funcionarios y servidores públicos de las entidades públicas de los municipios de Sabana Centro, en el uso de las herramientas o plataformas digitales de datos e indicadores de la región","230103400, 120201201, 450102601, 459900900, 320200400",Personas certificadas en alfabetización digital; Eventos de capacitación a la ciudadanía en al acceso a la justicia; Documentos de planeación con seguimiento realizados; Sedes construidas; Documentos de investigación realizados,"No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.; No. de eventos de divulgación realizados.; No. De documentos de planeación para la seguridad y la convivencia ciudadana, formulado e implementado; No de casas de gobierno construidas y dotadas; Datos cargados en el sistema de información del recurso hídrico por las autoridades ambientales",3,2,3,2.67,"La especificidad se justifica por la relación directa de los productos con la capacitación y el uso de TIC. La visión regional es moderada, ya que algunos productos no mencionan explícitamente otros municipios. El impacto es positivo, aunque limitado, en términos de sostenibilidad."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-3,Espacios de interlocución / Articulación Asocentro -IES - sector privado,"220206700, 230205700, 230204100",Programas y proyectos de educación o investigación articulados con el sector productivo; Eventos de difusión para el uso responsable de las TIC realizados; Ejercicios de participación ciudadana realizados,"No. de empresas del sector productivos con las que se desarrollan procesos de articulación; Número de eventos de fomento de la participación ciudadana en ciencia, tecnología e innovación realizados.; Porcentaje de ejercicios de participación ciudadana con apoyo logístico.",4,2,4,3.33,"El producto de programas de educación o investigación articulados tiene una relación directa con el objetivo del proyecto, fomentando la colaboración entre academia y sector privado. Los eventos de difusión tienen un enfoque local y no mencionan explícitamente otros municipios, limitando su visión regional. Los ejercicios de participación ciudadana tienen un impacto positivo, pero no son transformadores en términos de sostenibilidad."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-4,"Diseñar e implementar mecanismos para la formulación, evaluación y ejecución de proyectos de carácter provincial.","190501400, 400201600, 320200400, 450106100, 320204500",Documentos de lineamientos técnicos elaborados; Documentos de planeación elaborados; Documentos de investigación realizados; Animales atendidos; Nuevas áreas identificadas como suelo de protección,"Documentos de planeación con seguimiento realizados; Numero de planes elaborados; Datos cargados en el sistema de información del recurso hídrico por las autoridades ambientales; Porcentaje de animales de compañía (perros y gatos) que pertenecen a familias sisbenizadas en categorías de pobreza y vulnerabilidad de tocancipá atendidos con los servicios urgencias médico veterinarias, esterilización, identificación y registro y animales trasladados a centro de bienestar animal.; Nuevas áreas identificadas como suelo de protección",2,1,2,1.67,"La especificidad es 2 porque los productos están relacionados con la planeación, pero no abordan directamente el objetivo del proyecto. La visión regional es 1 ya que no se menciona explícitamente a otros municipios, aunque algunos productos podrían tener un impacto indirecto. El impacto es 2 porque contribuyen de manera modesta a la sostenibilidad, pero no son transformadores."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-5,Creación del Banco de buenas prácticas de gestión pública en la región Sabana Centro,NA,NA,NA,0,0,0,0.0,"No se encontraron productos que cumplan con los requisitos mínimos de relación con el objetivo del proyecto, por lo que se asignan puntajes de 0 en todos los criterios."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-6,Adquisición y puesta en marcha de un sistema de información geográﬁca tanto para los municipios como a nivel provincial,"320100500, 320200400, 320100900, 040110200, 230103400",Documentos de estudios técnicos con la evaluación ambiental estratégica realizados; Documentos de investigación realizados; Programas de recolección de residuos pos consumo evaluados; Sistemas de información implementados; Personas certificadas en alfabetización digital,"Sistemas de información implementados; Datos cargados en el sistema de información del recurso hídrico por las autoridades ambientales; Programas de recolección de residuos posconsumo con seguimiento; No. de sistemas de información geográfica, geodésica y cartográfica fortalecido; No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.",3,2,3,2.67,"Los productos seleccionados abordan el objetivo del proyecto y cumplen varios de sus requerimientos técnicos, aunque no todos. Mencionan coordinación con actores supramunicipales, pero no todos tienen un alcance regional explícito. Tienen un impacto claro y duradero sobre la sostenibilidad regional en varias dimensiones."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-7,Identiﬁcar potenciales alianzas público privadas de inversiones en infraestructura de impacto regional que puedan ser ﬁnanciadas y recuperadas por valorización y/o plusvalía.,"240901300, 400201200, 190501400, 320100400, 350201703",Vías con infraestructura instalada; Planes de desarrollo urbano y ordenamiento territorial financiados; Documentos de lineamientos técnicos elaborados; Proyectos demostrativos para la reducción de impactos ambientales de la minería diseñados; Empresas en etapa temprana beneficiadas con programas de fortalecimiento para su consolidación.,Metros lineales de vías con infraestructura para la seguridad vial instalada; Número de instrumentos elaborados; Documentos de planeación con seguimiento realizados; Proyectos demostrativos para la reducción de impactos ambientales de la minería; No. de emprendedores en etapa temprana beneficiados con acompañamiento y asistencia técnica,4,2,3,3.0,"Los productos seleccionados están alineados con el objetivo del proyecto de identificar y financiar infraestructura de impacto regional. La especificidad es alta para los productos relacionados con infraestructura, mientras que la visión regional es moderada debido a la falta de menciones explícitas a otros municipios. El impacto es variable, con algunos productos contribuyendo más a la sostenibilidad que otros."
